Area,Society,OWC_Code,Subsistence,Year of observation,Location,Location(type),Age of learner,Age group of learner,Number of learner,Age of model,Age group of model,Number of model,Transmission modes_cat,Social relationship,Transmission bias_cat,Learning process,Learning process_cat,Time spent,Technology_cat,Technology,Raw material,Note,Reference
Maya Area,Maya (Yucatan Peninsula),NV10,Horticulturalists,1963-1968,NA,NA,girls 8-9,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clothes making,clothes making,NA,multi-staged learning;by 15 girls become very good at it,"Press, 1975: 93-94; Elmendorf, 1976: 95"
Maya Area,Quiche Maya,NW10,Intensive agriculturalist,1930-1932,NA,NA,girl,NA,NA,NA,adulthood,Single,Oblique,grandmother,Success-based,NA,NA,NA,weaving,weaving,NA,The success-based exceeds the kin-basd bias here,"Bunzel, 1952: 106-107"
Maya Area,Tzeltal,NV09,Horticulturalists,"1957-1958, 1965-1967",NA,NA,11,middle childhood,NA,NA,adulthood,Single,Vertical/Oblique,"mother, mother-in-law",Kin-based,emulation+explicit instruction,Interactive,NA,pottery making,pottery making,Clay,gendered skills. Men are mostly responsible for selling potteries. Very lingustic segmentation of technological detail.,"Nash, 1970: 55-56, 274-275; Hunt, 1962: 168"
Maya Area,Tzeltal,NV09,Horticulturalists,NA,NA,NA,girl of 6 or 7,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,clothes making,weaving and sewing,Plant fiber,gendered skill,"Stross, 1971: 65-66; Hunt, 1962: 94"
Maya Area,Tzeltal,NV09,Horticulturalists,NA,NA,NA,boys of 6 or 7,middle childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,taught,Interactive,NA,bag making,net bag making,Plant fiber,gendered skill,"Stross, 1971: 65-66"
Northern Mexico,Tarahumara,NU33,Agro-pastoralists,1930-1931,NA,NA,women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stoneworking,groundstone toolmaking(metate),Stone,gendered skill,"Bennett and Zingg, 1935: 79-80"
Middle East,Lur,MA12,Agro-pastoralists,1965-1985,NA,NA,girl,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,teach,Interactive,NA,clothes making,"to card wool, to spin, to sew, to weave",Plant fiber,Parvane is Atri's daughter,"Friedl, 1989: 204"
Arctic and Subarctic,Aleut,NA06,Hunter-gatherers,1987-1990,NA,NA,Young women,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,instructed,Interactive,NA,clothes making,"make any kind of clothing, to embroider designs with the hair of animals, to weave carpets [mats] and baskets",Plant fiber,gendered skills,"Petrivelli et al., 1992: 440-441; Lantis, 1970: 196"
Arctic and Subarctic,Aleut,NA06,Hunter-gatherers,1987-1990,NA,NA,Young women,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,instructed,Interactive,NA,basket making,basket making,Plant fiber,gendered skills,"Petrivelli et al., 1992: 440-441; Lantis, 1970: 196"
Arctic and Subarctic,Aleut,NA06,Hunter-gatherers,1987-1990,NA,NA,Young women,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,instructed,Interactive,NA,mat making,mat making,Plant fiber,gendered skills,"Petrivelli et al., 1992: 440-441; Lantis, 1970: 196"
Arctic and Subarctic,Aleut,NA06,Hunter-gatherers,1933-1934,NA,NA,six to eight,middle childhood,NA,NA,adulthood,Single,Oblique,maternal uncle,Kin-based,"instructed, emulaton",Interactive,NA,boat making,baidarkas (canoe) making,Wood,It was also mentioned that they used penis bone as flaker in stone knapping? managed to make their own boat reaching 16-17,"Petrivelli et al., 1992: 440-441; Lantis, 1970: 196; Langsdorff, 1817: 340; Laughlin, 1980: 30-31"
Arctic and Subarctic,Alutiq,NA10,Hunter-gatherers,1931-1936,NA,NA,from the earliest age/<5 or 6,infancy and early childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,NA,NA,NA,boat making,boat making,Wood,gendered skills,"Hrdlicka, 1975: 79"
Arctic and Subarctic,Alutiq,NA10,Hunter-gatherers,1931-1936,NA,NA,from the earliest age/<5 or 6,infancy and early childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,NA,NA,NA,weapon making,bow and arrow making,NA,gendered skills,"Hrdlicka, 1975: 79"
Arctic and Subarctic,Alutiq,NA10,Hunter-gatherers,1931-1936,NA,NA,NA,NA,NA,NA,adulthood,NA,NA,NA,NA,taught,Interactive,NA,clothes making,"sew, make designs, embroider bags, braid cords, weave hats, mats; make containers or buckets",NA,gendered skills,"Hrdlicka, 1975: 79"
Arctic and Subarctic,Alutiq,NA10,Hunter-gatherers,1931-1936,NA,NA,NA,NA,NA,NA,adulthood,NA,NA,NA,NA,taught,Interactive,NA,mat making,mat making,NA,gendered skills,"Hrdlicka, 1975: 79"
Arctic and Subarctic,Alutiq,NA10,Hunter-gatherers,1931-1936,NA,NA,NA,NA,NA,NA,adulthood,NA,NA,NA,NA,taught,Interactive,NA,vessel making,containers or buckets making,NA,gendered skills,"Hrdlicka, 1975: 79"
Arctic and Subarctic,Chipewyans,ND07,Hunter-gatherers,1975-1976,NA,NA,15,adolescence,Single,71,adulthood,Multiple,Vertical,"Adopted-father, Adopted-mother",Kin-based,Observation and some advice,Interactive,NA,clothes making,snowshoe making,NA,The learner's adopted mother is not the model but gave advice,"Irimoto, 1981: 143"
Arctic and Subarctic,Chipewyans,ND07,Hunter-gatherers,1971-1979,trapline,outdoor,NA,NA,NA,NA,adulthood,Multiple,Vertical/Oblique,"father, brothers",Kin-based,Apprenticeship,Interactive,NA,trap making,trap making,NA,Wife as assistant is allowed by rare,"Jarvenpa, 1980: 146-147"
Arctic and Subarctic,Chipewyans,ND07,Hunter-gatherers,NA,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,weapon making,bow and arrow making,NA,NA,"Li and Scollon, 1976: 6"
Arctic and Subarctic,Chipewyans,ND07,Hunter-gatherers,NA,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,net making,net making,Plant fiber,NA,"Li and Scollon, 1976: 6"
Arctic and Subarctic,Chipewyans,ND07,Hunter-gatherers,NA,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,trap making,trap making,NA,NA,"Li and Scollon, 1976: 6"
Arctic and Subarctic,Copper Inuit,ND08,Hunter-gatherers,1913-1916,NA,NA,girl,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,train,NA,NA,clothes making,clothes making,NA,step-wise learning process ,"Jenness, 1946: 87"
Arctic and Subarctic,Eyak,NA07,Hunter-gatherers,"1930, 1933, 1935",special hut,indoor,girls in puberty,middle childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,mother or other old women,Kin-based,teach,Interactive,NA,clothes making,sewing,NA,Initiation ceremony learning,"Birket-Smith and De Laguna, 1938: 156-157"
Arctic and Subarctic,Eyak,NA07,Hunter-gatherers,"1930, 1933, 1935",special hut,indoor,girls in puberty,middle childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,mother or other old women,Kin-based,teach,Interactive,NA,basket making,basket making,Plant fiber,Initiation ceremony learning,"Birket-Smith and De Laguna, 1938: 156-157"
Arctic and Subarctic,Innu,NH06,Hunter-gatherers,1935,family tent,indoor,girl,NA,NA,NA,adulthood,Multiple,Vertical,parents,Kin-based,teaching,Interactive,NA,clothes making,"the manufacture of moccasins birch-bark baskets and rabbit-skin blankets and the techniques of netting, needlework, and other handicraft reserved for the feminine sex",NA,five to six boys share a teacher who teaches history of the tribe,"Lips, 1947: 414"
Arctic and Subarctic,Innu,NH06,Hunter-gatherers,1935,family tent,indoor,girl,NA,NA,NA,adulthood,Multiple,Vertical,parents,Kin-based,teaching,Interactive,NA,basket making,"the manufacture of moccasins birch-bark baskets and rabbit-skin blankets and the techniques of netting, needlework, and other handicraft reserved for the feminine sex",Plant fiber,five to six boys share a teacher who teaches history of the tribe,"Lips, 1947: 414"
Arctic and Subarctic,Innu,NH06,Hunter-gatherers,1935,family tent,indoor,girl,NA,NA,NA,adulthood,Multiple,Vertical,parents,Kin-based,teaching,Interactive,NA,net making,"the manufacture of moccasins birch-bark baskets and rabbit-skin blankets and the techniques of netting, needlework, and other handicraft reserved for the feminine sex",Plant fiber,five to six boys share a teacher who teaches history of the tribe,"Lips, 1947: 414"
Arctic and Subarctic,Innu,NH06,Hunter-gatherers,1935,family tent,indoor,girl,NA,NA,NA,adulthood,Multiple,Vertical,parents,Kin-based,teaching,Interactive,NA,miscellaneous,other handicraft reserved for the feminine sex,NA,five to six boys share a teacher who teaches history of the tribe,"Lips, 1947: 414"
Arctic and Subarctic,Innu,NH06,Hunter-gatherers,1935,NA,NA,boys at a very tender age,NA,NA,NA,adulthood,Single,Vertical/Oblique,"father, other old men",Kin-based,teaching,Interactive,NA,general toolmaking,the manufacture of the tools for his material necessities,NA,NA,"Lips, 1947: 413-414"
Arctic and Subarctic,Kaska,ND12,Hunter-gatherers,1943-1945,NA,NA,8,middle childhood,NA,older brothers,adulthood,Multiple,Vertical/Oblique,"father, brothers",Kin-based,Observation and assistance,Interactive,NA,vehicles making,vehicles making,NA,girls learn things earlier than boys.,"Honigmann and Bennett, 1949: 185-186"
Arctic and Subarctic,Kaska,ND12,Hunter-gatherers,1943-1945,NA,NA,8,middle childhood,NA,older brothers,adulthood,Multiple,Vertical/Oblique,"father, brothers",Kin-based,Observation and assistance,Interactive,NA,general toolmaking,manufacture implements and tools,NA,girls learn things earlier than boys.,"Honigmann and Bennett, 1949: 185-186"
Arctic and Subarctic,Kaska,ND12,Hunter-gatherers,"1912, 1915",lodge,indoor,puberty/isolation,middle childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,"mother, other female relatives and neighbors",Kin-based,instruction,Interactive,NA,clothes making,"sewing and embroidery, to make moccasins, do netting, fill snowshoes",NA,initiation ceremoy learning; men are not allowed to approach to girls at this stage,"Teit and Helm, 1956: 115-119"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,1938,NA,NA,after puberty rites,adolescence,NA,NA,adulthood,Multiple,Vertical/Oblique,"father, other older men",Kin-based,helping,Interactive,NA,weapon making,bow and arrow making,NA,gendered skills,"Hilger, 1939: 101-102"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,"1905-1925, 1938",NA,NA,"little girl before 10, after puberty rites",middle childhood,NA,NA,adulthood,Single,Vertical/Oblique,"mother, grandmother",Kin-based,"teaching, making minature",Interactive,NA,clothes making,sewing,NA,"gendered skills; The ""parents"" refer to grandfather and great grandmother","Hilger, 1939: 101-102; Densmore, 1929: 60-61, 190; Hilger, 1951: 55-56; Theriault, 1992: 18"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,1938,NA,NA,after puberty rites,adolescence,NA,NA,adulthood,Single,Vertical,mother,Kin-based,"teaching, making minature",Interactive,NA,vessel making,birch-bark vessels,Plant fiber,gendered skills,"Hilger, 1939: 101-102; Densmore, 1929: 60-61; Hilger, 1951: 56"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,1938,NA,NA,after puberty rites,adolescence,NA,NA,adulthood,Single,Vertical,mother,Kin-based,"teaching, making minature",Interactive,NA,ornament making,beadwork,NA,gendered skills,"Hilger, 1939: 101-102; Densmore, 1929: 60-61; Hilger, 1951: 56"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,1932-1940,NA,NA,little girls,NA,NA,NA,adulthood,Multiple,Vertical/Oblique,"mother, grandmother, non-related individual",Mixed,NA,NA,NA,raw material processing,hidework,Leather,gendered skill,"Hilger, 1951, 55; Landes, 1938: 15-16"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,NA,NA,NA,little girl before 10,middle childhood,NA,NA,adulthood,Multiple,Oblique,great-grandparents and grandfather,Kin-based,NA,NA,NA,net making,net making,Plant fiber,"The ""parents"" refer to grandfather and great grandmother","Theriault, 1992: 18; Hilger, 1951, 55"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,Ca. 1932,NA,NA,boy,NA,NA,NA,adulthood,Multiple,Vertical,parents,Kin-based,teach,Interactive,NA,trap making,trap making,NA,The learner's mother taught simpler traps and his father taught more complex ones ,"Landes, 1938: 12; Landes, 1937: 118-119"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,1929,NA,NA,girls at 7,middle childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,"parents, grandparents",Kin-based,taught,Interactive,NA,mat making,mat making,Plant fiber,NA,"Jennes, 1935: 94"
Arctic and Subarctic,Ojibwa,NG06,Hunter-gatherers,1929,NA,NA,girls at 7,middle childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,"parents, grandparents",Kin-based,taught,Interactive,NA,basket making,basket making,Plant fiber,NA,"Jennes, 1935: 94"
Arctic and Subarctic,Western Woods Cree,NG08,Hunter-gatherers,"1938, 1940",NA,NA,girls before puberty,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,show,Observational,NA,clothes making,clothes making,NA,NA,"Mason, 1967: 47-48"
Eastern Woodlands,Cherokee,NN08,Other subsistence combinations,1951,NA,NA,NA,NA,NA,NA,adulthood,Single,Oblique,"brothers, uncle-nephew",Mixed,NA,NA,NA,woodworking,woodcarving,Wood,The model has also demonstrated and trained a larger pool of learner,"Leftwich, 1986: 99-100"
Eastern Woodlands,Cherokee,NN08,Other subsistence combinations,1932,NA,NA,"boys of 4 or 5, children during adolescence",infancy and early childhood,NA,older brothers,adulthood,Multiple,Vertical/Horizontal,"father, older brother",Kin-based,"supervision, apprenticeship",Interactive,NA,weapon making,bow and arrow making,NA,gendered skills,"Gilbert, 1978: 255; French et al., 1981: 13"
Eastern Woodlands,Cherokee,NN08,Other subsistence combinations,1932,NA,NA,"girls of 4 or 5, children during adolescence",infancy and early childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,immediate adult famility members,Kin-based,apprenticeship,Interactive,NA,basket making,basket making,Plant fiber,Leftwich mentioned an interviewee started to make her basket starting from 10,"Gilbert, 1978: 255; Leftwich, 1986: 2; French et al., 1981: 13"
Eastern Woodlands,Cherokee,NN08,Other subsistence combinations,1932,NA,NA,"girls of 4 or 5, children during adolescence",infancy and early childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,immediate adult famility members,Kin-based,apprenticeship,Interactive,NA,pottery making,pottery making,Clay,gendered skills,"Gilbert, 1978: 255; French et al., 1981: 13"
Eastern Woodlands,Cherokee,NN08,Other subsistence combinations,NA,NA,NA,girls when very young,NA,NA,NA,NA,Multiple,Vertical/Oblique,"mother, female clan members",Kin-based,taught,Interactive,NA,clothes making,clothes making,NA,gendered skills,"Fox, 2003: 357; Wahnenauhi and Kilpatrick, 1966: 190"
Eastern Woodlands,Cherokee,NN08,Other subsistence combinations,NA,NA,NA,children during adolescence,adolescence,NA,NA,adulthood,Multiple,Vertical/Oblique,immediate adult famility members,Kin-based,apprenticeship,Interactive,NA,raw material processing,leather working,Leather,NA,"French et al., 1981: 13"
Eastern Woodlands,Delaware,NM07,Primarily hunter-gatherers,1938,NA,NA,girls at an early age,NA,NA,NA,adulthood,NA,Vertical/Oblique,Parents or other elders,Kin-based,instructed,Interactive,NA,pottery making,pottery making,Clay,NA,"Kinietz, 1946: 45-46"
Eastern Woodlands,Delaware,NM07,Primarily hunter-gatherers,1938,NA,NA,girls at an early age,NA,NA,NA,adulthood,NA,Vertical/Oblique,Parents or other elders,Kin-based,instructed,Interactive,NA,basket making,basket making,Plant fiber,NA,"Kinietz, 1946: 45-46"
Eastern Woodlands,Fox,NP05,Other subsistence combinations,"1897-1904, 1937",NA,NA,girls of 12,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,taught,Interactive,NA,clothes making,"sewing, sack making, moccasins",NA,gendered skills; They learned sewing by making cloth for dolls,"Joffe, 1963: 268-269; Michelson, 1925: 84; Jones, 1939: 112"
Eastern Woodlands,Fox,NP05,Other subsistence combinations,1937,NA,NA,girls of 12,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,taught,Interactive,NA,mat making,house mat making,NA,gendered skills,"Joffe, 1963: 268-269"
Eastern Woodlands,Fox,NP05,Other subsistence combinations,1911-1921,NA,NA,girls of 15,adolescence,NA,NA,adulthood,Single,Vertical,parents (mother),Kin-based,teach,Interactive,NA,ornament making,"beadwork, ribbon applique making",NA,"gendered skills. Michelson only mentioend parents, and mother is narrowed down through Joffe 1963","Michelson, 1925: 84; Joffe, 1963: 268-269"
Eastern Woodlands,Huron/Wendat,NG05,Other subsistence combinations,NA,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,pottery making,pottery making,Clay,gendered skill,"Heidenreich, 1978: 383"
Eastern Woodlands,Mi'kmaq,NJ05,Hunter-gatherers,"1911-1912, 1950",NA,NA,boys,NA,NA,NA,adulthood,Single,Oblique,grandfather,Kin-based,teach,Interactive,NA,pottery making,Indian wares (pottery) making,Clay,NA,"Wallis, 1953: 121"
Eastern Woodlands,Mi'kmaq,NJ05,Hunter-gatherers,NA,NA,NA,young girls ,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,helping,Interactive,NA,raw material processing,processing skins,Leather,gendered skill,"Bock, 1978: 113-114"
Eastern Woodlands,Mi'kmaq,NJ05,Hunter-gatherers,NA,NA,NA,young girls ,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,helping,Interactive,NA,clothes making,clothes making,NA,gendered skill,"Bock, 1978: 113-114"
Eastern Woodlands,Mi'kmaq,NJ05,Hunter-gatherers,NA,NA,NA,young girls ,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,helping,Interactive,NA,vessel making,bark containers making,Plant fiber,gendered skill,"Bock, 1978: 113-114"
Eastern Woodlands,Natchez,NO08,Other subsistence combinations,NA,NA,NA,girls of 12,middle childhood,NA,NA,NA,NA,NA,mother,Kin-based,NA,NA,NA,pottery making,pottery making,Clay,NA,"Lorentz, 2020: 10"
Eastern Woodlands,Natchez,NO08,Other subsistence combinations,NA,NA,NA,boys of 12,middle childhood,NA,NA,NA,NA,NA,father,Kin-based,NA,NA,NA,general toolmaking,tools and weapons,NA,NA,"Lorentz, 2020: 10"
Eastern Woodlands,Natchez,NO08,Other subsistence combinations,NA,NA,NA,boys of 12,middle childhood,NA,NA,NA,NA,NA,father,Kin-based,NA,NA,NA,weapon making,tools and weapons,NA,NA,"Lorentz, 2020: 10"
Eastern Woodlands,Seminole,NN16,Horticulturalists,1963-1965,NA,NA,girls,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,copy,Observational,NA,clothes making,sewing,NA,gendered skill,"Garbarino, 1972: 72; Garbarino, 1989: 40"
Northwest Coast and California,Chinookans Of The Lower Columbia River,NR06,Hunter-gatherers,"1931, 1936",creek,outdoor,boys,NA,NA,boys,NA,Multiple,Horizontal,playmates,Mixed,play,Interactive,NA,boat making,canoe making,Wood,NA,"Ray, 1938: 97"
Northwest Coast and California,Haida,NE09,Hunter-gatherers,1932,NA,NA,boys before 10,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,imitation and instruction,Interactive,NA,general toolmaking,handicraft,NA,NA,"Murdock, 1934: 361"
Northwest Coast and California,Haida,NE09,Hunter-gatherers,1932,NA,NA,girls before marriage,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,imitation and helping,Interactive,NA,mat making,mat making,Plant fiber,gendered skill,"Murdock, 1934: 359-360; Blackman and Davidson, 1982: 128"
Northwest Coast and California,Haida,NE09,Hunter-gatherers,1932,NA,NA,girls before marriage,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,imitation and helping,Interactive,NA,basket making,basket making,Plant fiber,gendered skill,"Murdock, 1934: 359-360; Blackman and Davidson, 1982: 128"
Northwest Coast and California,Nuu-Chah-Nulth,NE11,Hunter-gatherers,1972-1974,library,indoor,children,NA,NA,NA,NA,NA,Vertical/Oblique,"father, uncle",Kin-based,Observation,Observational,NA,woodworking,woodcarving,Wood,they learned their techniques as children but went to libraries to improve their understanding of arts,"Kenyon, 1980: 82"
Northwest Coast and California,Nuxalk,NE06,Hunter-gatherers,1922-1924,NA,NA,girls,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,"teach, assist",Interactive,NA,basket making,basket making,Plant fiber,NA,"McIlwraith, 1948: 143"
Northwest Coast and California,Pomo,NS18,Hunter-gatherers,1966-1968,menstrual hut,indoor,girls at their first menstruation,middle childhood,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,basket making,basket making,Plant fiber,Initiation ceremony learning,"Theodoratus, 1971: 343-344"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,house,indoor,NA,NA,NA,older children,adulthood,Multiple,Vertical/Oblique,many adults and older children,Kin-based,NA,NA,NA,general toolmaking,tool making,NA,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,house,indoor,NA,NA,NA,older children,adulthood,Multiple,Vertical/Oblique,many adults and older children,Kin-based,NA,NA,NA,clothes making,clothes making,NA,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,house,indoor,boys during childhood,NA,NA,older children,adulthood,Multiple,Vertical/Oblique,many adults and older children,Kin-based,NA,NA,NA,woodworking,"carving, carpentry",Wood,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54, 127"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,NA,NA,girls before 12 or 13,middle childhood,NA,older children,adulthood,Multiple,Vertical/Oblique,many adults and older children,Kin-based,NA,NA,NA,basket making,basket making,Plant fiber,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54, 127"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,NA,NA,boys during childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,boat making,canoe making,Wood,Boys who show these talents will be carefully watched,"Storm and Capoeman, 1990: 127"
Northwest Coast and California,Southern Coast Salish,NR26,Hunter-gatherers,1935-1936,NA,NA,little girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,basket making,basket making,Plant fiber,"All little girls learned to make it, but only those who are good at it will engage in its production in their later life; They made a lot of basket during first mensturation seclusion but not for skill training per se ","Smith, 1940: 305-306; Elmendorf, 1960: 442"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1956-1958, 1970",NA,NA,second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,boat making,canoe making,Wood,boys' training emphasize courage,"Sauter and Johnson, 1974: 32-34"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1956-1958, 1970",NA,NA,second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fishing devices making ,diminutive fish spears,NA,boys' training emphasize courage,"Sauter and Johnson, 1974: 32-34"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1956-1958, 1970",NA,NA,second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,miscellaneous,mammal bone tools,Bone,girls' training emphasize perseverance,"Sauter and Johnson, 1974: 32-34; Skoggard, 2022: 4"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1933-1934; 1956-1958, 1970",NA,NA,girls of 12,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,basket making,basket making,Plant fiber,NA,"Sauter and Johnson, 1974: 32-34; Skoggard, 2022: 4; Jacob, 2003: 132"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1933-1934; 1956-1958, 1970",NA,NA,little boys; second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,individual learning,Individual,NA,weapon making,diminutive bow and arrow,Bone,boys' training emphasize courage,"Jacob, 2003: 133; Sauter and Johnson, 1974: 32-34"
Northwest Coast and California,Tlingit,NA12,Hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,clothes making,"to sew, to bead and embroider blankets and moccasins, and to piece squirrel-skins into large handsome cloaks",NA,NA,"Knapp and Dorr, 1896: 72-73"
Northwest Coast and California,Yokuts,NS29,Hunter-gatherers,1925-1930,NA,NA,boys of 10 or 11,middle childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,showing,Observational,NA,weapon making,bow and arrow making,NA,gendered skill,"Gayton, 1948: 194"
Northwest Coast and California,Yokuts,NS29,Hunter-gatherers,1925-1930,NA,NA,girls of 10,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,basket making,basket making,Plant fiber,gendered skill,"Gayton, 1948: 194"
Northwest Coast and California,Yuki,NS30,Hunter-gatherers,1937,NA,NA,girls of puberty,middle childhood,NA,NA,NA,NA,NA,NA,NA,imitation,Observational,NA,basket making,basket making,Plant fiber,a well-crafted basket is given to girls as a model to learn,"Foster, 1944: 231"
Northwest Coast and California,Yuki,NS30,Hunter-gatherers,1937,NA,NA,boys from 8-16,middle childhood,NA,NA,NA,NA,Oblique,Elder,Prestige-based,instruction,Interactive,NA,ornament making,making of feather capes and headdresses,NA,NA,"Foster, 1944: 210-211"
Plains and Plateau,Assiniboine,NF04,Hunter-gatherers,1850s,NA,NA,infancy,infancy and early childhood,Single,NA,adulthood,Single,Vertical,mother,Kin-based,"demonstration, taught",Interactive,NA,clothes making,making small moccasins,NA,NA,"Denig and Hewitt, 1930: 520; Miller, 2002: 7"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1944,NA,NA,Girls or young women,NA,NA,Older women,adulthood,Multiple,Vertical/Oblique,"Older women, mother, grandmothers",Kin-based,"teaching, imitation, play, instructions",Interactive,NA,clothes making,clothes making,NA,Quillwork is perceived as a scacred craft by local people,"Ewers,1945: 29; Ewers, 1958: 102-103"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1951,NA,NA,boy,NA,NA,Older men,adulthood,Multiple,Vertical/Oblique,"father, mother, grandfather and other older men",Mixed,watching,Observational,NA,miscellaneous,pipe making,Stone,The learner absorbed different knowledge from different models and make her innovations; The learner's father does not known how to make pipes,"Ewers, 1963: 46, 49"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1951,NA,NA,boys,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,taught,Interactive,NA,weapon making,bow and arrow making,NA,miniature bow and arrow making. gendered skill,"Ewers, 1958: 102-103"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1951,NA,NA,little girl; girls or young women,NA,NA,"grandmother, older woman",adulthood,Multiple,Vertical/Oblique,"mother, grandmother",Kin-based,"taught, imitation, play, instructions",Interactive,NA,ornament making,"beadwork, quillwork, geometric painting",NA,NA,"Hungry Wolf, 1980: 55-56; Ewers, 1958: 102-103; Ewers,1945: 29"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,NA,NA,NA,little girl,NA,NA,grandmother,adulthood,Single,Vertical,grandmother,Kin-based,taught,Interactive,NA,general toolmaking,equipment,NA,NA,"Hungry Wolf, 1980: 55-56"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1896-1910,NA,NA,girls during childhood,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,conscientiously training,Interactive,NA,raw material processing,leatherwork,Leather,NA,"McClintock, 1968: 235-236; Wissler, 1911: 30"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1896-1910,NA,NA,girls during childhood,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,conscientiously training,Interactive,NA,vehicles making,the making of travois (a type of sledge),NA,NA,"McClintock, 1968: 235-236; Wissler, 1911: 30"
