Area,Society,OWC_Code,Subsistence,Year of observation,Location,Location(type),Age of learner,Age group of learner,Number of learner,Age of model,Age group of model,Number of model,Transmission modes,Transmission modes1,Social relationship,Transmission bias,Transmission bias1,Learning process,Learning process(type),Time spent,Perceived difficulty,Technology,Raw material,Function,Access to raw material,Genderedness,Confidence level of generedness judgement,Note,Reference
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1978-1979,NA,NA,NA,NA,NA,NA,Adulthood,NA,NA,NA,relatives,Kin-based,Kin-based,"combination of watching, epxierment, teaching",Interactive,NA,NA,sandpainting,NA,NA,NA,Both,High,"Their children usually learned to make sandpaintings by watching, while clan relatives or visitors were often shown the process more formally. Those people who began because of social obligations to the instructor tended to be taught more formally.","Parezo, 1982a: 78-79; Parezo, 1982b: 133"
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1933-1958,NA,NA,boys of 13,adolescence,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,NA,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,NA,NA,NA,"Kluckhohn, Hill, and Kluckhohn, 1971: 36"
Southwest and Basin,O'odham ,NU79,Other subsistence combinations,1931-1935,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,NA,"Underhill, 1939: 46"
Southwest and Basin,Tewa Pueblos,NT18,Intensive agriculturalist,1970-1972,house,indoor,Girls <10,middle childhood,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"mother, grandmother, aunt",Kin-based,Kin-based,"teaching, experimenting, asking for help",Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,Both,High,The teaching is indirect and loose in style. Girls reaching 10 will be pressured to learn to make potteries,"Jacobs, 1995: 73; Whitman and Whitman, 1947: 46-48"
Southwest and Basin,Tewa Pueblos,NT18,Intensive agriculturalist,1936-1939,NA,NA,boys <10,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,showing ,Observational,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,boys also learn how decorate the pottery,"Whitman and Whitman, 1947: 46-48"
Southwest and Basin,Ute,NT19,Hunter-gatherers,1936-1937,NA,NA,girls of 8-9,middle childhood,NA,NA,older siblings and Adulthood,>1,Vertical/Horizontal/Oblique,All,"older siblings, parents, parent's siblings, grandparents",Kin-based,Kin-based,imitation and formal instruction,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,NA,"Opler, 1963: 131-132"
Southwest and Basin,Ute,NT19,Hunter-gatherers,1936-1937,NA,NA,girls of 8-9,middle childhood,NA,NA,older siblings and Adulthood,>1,Vertical/Horizontal/Oblique,All,"older siblings, parents, parent's siblings, grandparents",Kin-based,Kin-based,imitation and formal instruction,Interactive,NA,NA,basket making,NA,Utilitarian,NA,NA,NA,NA,"Opler, 1963: 131-132"
Southwest and Basin,Ute,NT19,Hunter-gatherers,1936-1937,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,instruction,Interactive,NA,NA,rope making,Plant fiber,Utilitarian,NA,M,High,NA,"Opler, 1963: 131-132"
Southwest and Basin,Western Apache,NT21,Primarily hunter-gatherers,NA,NA,NA,Girls,NA,NA,NA,NA,>1,Horizontal,Horizontal,playmates,Familiarity-based,Familiarity-based,play,Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,NA,NA,NA,"Basso, 1983: 474"
Southwest and Basin,Western Apache,NT21,Primarily hunter-gatherers,NA,NA,NA,girls of 5 or 6,infancy and early childhood,NA,NA,Adulthood,2,Vertical/Oblique,Vertical/Oblique,"mother, grandmother",Kin-based,Kin-based,taught,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,NA,"Robert, 1929: 133, 142; Goodwin and Goodwin, 1942: 470-471"
Southwest and Basin,Western Apache,NT21,Primarily hunter-gatherers,1929-1969,NA,NA,boys of 9-11,middle childhood,NA,Oldest men,Adulthood,1,Oblique,Oblique,old male relative,Kin-based/Success-based,Mixed,NA,NA,NA,NA,weapon making,NA,Utilitarian,NA,NA,NA,NA,"Goodwin and Basso, 1971: 226; Goodwin and Goodwin, 1942: 470-471"
Southwest and Basin,Western Apache,NT21,Primarily hunter-gatherers,"1939, 1941, 1946-1948",NA,NA,boys,NA,NA,Old man,Adulthood,1,Oblique,Oblique,NA,NA,NA,NA,NA,NA,NA,trap making,NA,Utilitarian,NA,NA,NA,NA,"Buskirk, 1986: 119"
Southwest and Basin,Western Apache,NT21,Primarily hunter-gatherers,1929-1940,NA,NA,"girls during or 1 year before puberty, boys of 15, girls of 15",middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,scaffolding and teaching,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,Both,High,The pattern was marked on the buckskin and the girl told to cut along the lines so that she would make no mistake,"Goodwin and Goodwin, 1942: 470-471"
Southwest and Basin,Western Apache,NT21,Primarily hunter-gatherers,1929-1940,NA,NA,girls after first mensturation,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,"taught, imitation, practice",Interactive,NA,NA,leatherwork,Animal fiber,Utilitarian,NA,NA,NA,NA,"Goodwin and Goodwin, 1942: 470-471"
Southwest and Basin,Zuni,NT23,Intensive agriculturalist,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family member,Kin-based,Kin-based,NA,NA,NA,NA,pottery making,Clay,Utilitarian,NA,NA,NA,Nowadays community school also teach pottery making,"Hardin, 1989: 154"
Australia,Aranda,OI08,Hunter-gatherers,NA,NA,NA,Boys early in life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schooled,Interactive,NA,NA,woodworking,Wood,Utilitarian,NA,M,Low,NA,"Basedow, 1925: 85-86"
Australia,Aranda,OI08,Hunter-gatherers,NA,NA,NA,Boys early in life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schooled,Interactive,NA,NA,weapon making,Wood,Utilitarian,NA,M,Low,NA,"Basedow, 1925: 85-86"
Australia,Tiwi,OI20,Hunter-gatherers,1928-1954,NA,NA,Young boys,NA,NA,NA,Older boys,>1,Horizontal,Horizontal,NA,NA,NA,spending time together,Interactive,NA,NA,weapon making,Wood,Utilitarian,NA,M,Low,The learning process is reciprocal,"Hart, 1960: 49"
Australia,Tiwi,OI20,Hunter-gatherers,1928-1954,NA,NA,female children,NA,NA,NA,Ederly women,NA,Vertical/Oblique,Vertical/Oblique,family members in her own and her husband's household,Kin-based,Kin-based,NA,NA,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,High,Women laern from elderly women from her husband's household after marriage. Men are responsible for painting,"Hart, 1960: 49"
Melanesia,Kapauku,OJ29,Intensive agriculturalist,1954-1955,NA,NA,boy of 7,middle childhood,NA,NA,Adulthood,NA,Vertical,Vertical,father,Kin-based,Kin-based,teaching,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,"Before this age, they were raised in a mixed-gendered context","Pospisil, 1958: 40-41"
Melanesia,Kapauku,OJ29,Intensive agriculturalist,1954-1955,NA,NA,"boy of 7, little girl",middle childhood,NA,NA,"Adulthood, Older boys",NA,Vertical/Horizontal,Vertical/Horizontal,"father, mother, playmates",Kin-based/Familiarity-based,Mixed,teaching,Interactive,NA,NA,net making,Plant fiber,Utilitarian,NA,Both,High,"Before this age, they were raised in a mixed-gendered context","Pospisil, 1958: 40-43"
Melanesia,Kapauku,OJ29,Intensive agriculturalist,1954-1955,NA,NA,boy of 7,middle childhood,NA,NA,Adulthood,NA,Vertical,Vertical,father,Kin-based,Kin-based,teaching,Interactive,NA,NA,roasting gourds for penis sheaths,NA,Ritual,NA,M,Low,"Before this age, they were raised in a mixed-gendered context","Pospisil, 1958: 40-41"
Melanesia,Kapauku,OJ29,Intensive agriculturalist,1954-1955,NA,NA,boy of 7,middle childhood,NA,NA,Adulthood,NA,Vertical,Vertical,father,Kin-based,Kin-based,teaching,Interactive,NA,NA,flintknapping,Stone,Utilitarian,NA,M,Low,"Before this age, they were raised in a mixed-gendered context","Pospisil, 1958: 40-41"
Melanesia,Kapauku,OJ29,Intensive agriculturalist,1954-1955,NA,NA,boys of 15,adolescence,NA,NA,Adulthood,NA,Vertical/Horizontal,Vertical/Horizontal,father,Kin-based,Kin-based,teaching,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,The hunting skill is learnt through a combination of teaching and group practice with adolescence ganster,"Pospisil, 1958: 40-41"
Melanesia,Kwoma,OJ13,Other subsistence combinations,1936-1937,NA,NA,children-boy,NA,NA,NA,Adulthood,NA,Vertical,Vertical,Parents,Kin-based,Kin-based,imitation and help,Interactive,NA,NA,various utensils,NA,Utilitarian,NA,NA,NA,Boys help by fetching raw materials,"Whiting, 1941: 47-48"
Melanesia,Kwoma,OJ13,Other subsistence combinations,1936-1937,NA,NA,Girl before adolescence,middle childhood,NA,NA,Adulthood,NA,Vertical,Vertical,Parents,Kin-based,Kin-based,imitation,Observational,NA,NA,bag making,NA,Utilitarian,NA,NA,NA,NA,"Whiting, 1941: 47-48"
Melanesia,Maleluka,OO12,Horticulturalists,1925-1927,the house of seclusion,outdoor field,boys during initation,NA,NA,NA,Adulthood,NA,Oblique,Oblique,guardings during initations,NA,NA,teach,Observational,NA,NA,musical instruments making,NA,NA,NA,M,Low,Fathers are also forbidden to make contacts with their son during the initaiton,"Deacon and Wedgwood, 1934: 250-253"
Melanesia,Manus,OM06,Hunter-gatherers,"1928-1929, 1953",NA,NA,children,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,watching,Observational,NA,NA,canoe building,Wood,Utilitarian,NA,NA,NA,The are not allowed to participate in these activities,"Mead, 1956: 115-116"
Melanesia,Manus,OM06,Hunter-gatherers,"1928-1929, 1953",NA,NA,children,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,watching,Observational,NA,NA,fishing devices making ,NA,Utilitarian,NA,NA,NA,The are not allowed to participate in these activities,"Mead, 1956: 115-116"
Melanesia,Manus,OM06,Hunter-gatherers,"1928-1929, 1953",NA,NA,betrothed girls,adolescence,NA,Older women,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,NA,NA,NA,NA,rope making,Plant fiber,Utilitarian,NA,F,Low,gendered skill,"Mead, 1956: 115-116"
Melanesia,Manus,OM06,Hunter-gatherers,"1928-1929, 1953",NA,NA,betrothed girls,adolescence,NA,Older women,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,NA,NA,NA,NA,beadwork,NA,NA,NA,F,Low,gendered skill,"Mead, 1956: 115-116"
Melanesia,Manus,OM06,Hunter-gatherers,"1928-1929, 1953",NA,NA,betrothed girls,adolescence,NA,Older women,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,NA,NA,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,gendered skill,"Mead, 1956: 115-116"
Melanesia,Manus,OM06,Hunter-gatherers,"1928-1929, 1953",NA,NA,betrothed girls,adolescence,NA,Older women,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,NA,NA,NA,NA,mat making,Plant fiber,Utilitarian,NA,F,Low,gendered skill,"Mead, 1956: 115-116"
Melanesia,Manus,OM06,Hunter-gatherers,1928-1929,NA,NA,small boys,NA,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,imitation,Observational,NA,NA,woodworking,Wood,Utilitarian,NA,NA,NA,NA,"Mead, 1930: 46-47; Mead, 1956: 132"
Melanesia,Manus,OM06,Hunter-gatherers,1928-1929,NA,NA,small boys,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,playful imitation,Observational,NA,NA,weapon making,NA,Utilitarian,NA,NA,NA,NA,"Mead, 1930: 44-45; Mead, 1956: 131"
Melanesia,Manus,OM06,Hunter-gatherers,"1928-1929, 1953",NA,NA,small boys,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,practice beside model,Observational,NA,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,NA,"Mead, 1956: 366"
Melanesia,Siwai,ON19,Agro-pastoralists,1938-1939,NA,NA,child,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,parents and other relatives,Kin-based,Kin-based,"imitation, instruction",Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,NA,NA,NA,"Oliver, 1955: 191-192"
Melanesia,Siwai,ON19,Agro-pastoralists,1938-1939,NA,NA,child,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,parents and other relatives,Kin-based,Kin-based,"imitation, instruction",Interactive,NA,NA,rope making,Plant fiber,Utilitarian,NA,NA,NA,NA,"Oliver, 1955: 191-192"
Melanesia,Tinputz,ON26,Other subsistence combinations,1929-1930,NA,NA,boys,NA,NA,NA,Adulthood,>1,Vertical/Oblique,Vertical/Oblique,Older men,NA,NA,taught,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,NA,NA,NA,"Blackwood, 1935: 246"
Melanesia,Trobriands,OL06,Other subsistence combinations,"1973-1974, 1976, 1931-1935",The veranda of the carver's hut,indoor,"boys of 11 or 12, child after initation",middle childhood,>1,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"father, uncle, unrelated individual",Kin-based/Success-based,Mixed,apprenticeship,Interactive,15-20 years,NA,woodworking,Wood,Utilitarian,NA,NA,NA,Master plays favorisim; Only if the father or uncle themselves are not engraver they will pay a professional engraver to teach the learner,"Scoditti, 1989: 46-48; Austen, 1945: 194-195"
Melanesia,Trobriands,OL06,Other subsistence combinations,NA,NA,NA,girls of 7,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,experimenting,Individual,NA,NA,clothes making,Plant fiber,Utilitarian,NA,F,Low,gendered skill,"Weiner, 1976: 95; Silas, 1926: 154-155"
Melanesia,Trobriands,OL06,Other subsistence combinations,Ca. 1920,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"instruction, indivividual learning",Interactive,NA,NA,canoe making,wood,Utilitarian,NA,M,restricted to men,gendered skill. Children make faithful small toy replicas of canoes ,"Silas, 1926: 154-155; Austen, 1945: 194-195"
Melanesia,Trobriands,OL06,Other subsistence combinations,Ca. 1920,NA,NA,boys at an early age,NA,NA,Elders,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,Elders,Success-based,Success-based,instruction,Interactive,NA,NA,net making,Plant fiber,Utilitarian,NA,M,restricted to men,genered skill. The learning starts with the small verison,"Silas, 1926: 192"
Melanesia,Wogeo,OJ27,Other subsistence combinations,1934,NA,NA,girls before 8,middle childhood,2,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,showing,Observational,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,"This is a journal articled titled ""A New Guinea childhood: from weaning till the eighth year in Wogeo""","Hogbin, 1946: 288"
Melanesia,Wogeo,OJ27,Other subsistence combinations,1934,NA,NA,boys before 8,middle childhood,1,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,co-working,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,NA,NA,The model is aware of the fact that the learner impede his progress but he is still willing to teach,"Hogbin, 1946: 282"
Micronesia,Belau,OR15,Other subsistence combinations,1947-1948,NA,NA,boys,NA,NA,NA,Adulthood,>1,Oblique,Oblique,man other than father,Success-based,Success-based,observation,Observational,NA,NA,net making,Plant fiber,Utilitarian,NA,NA,NA,The learners specifically not to learn from their fathers,"Barnett, 1963: 9"
Micronesia,Belau,OR15,Other subsistence combinations,1947-1948,NA,NA,boys,NA,NA,NA,Adulthood,>1,Oblique,Oblique,man other than father,Success-based,Success-based,observation,Observational,NA,NA,woodworking,Wood,Utilitarian,NA,NA,NA,The learners specifically not to learn from their fathers,"Barnett, 1963: 9"
Micronesia,Chuuk,OR19,Other subsistence combinations,1947-1948,NA,NA,NA,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,male lineage memembers,Kin-based,Kin-based,considerable practice,Individual,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,Individual practice is very important,"Goodenough, 1951: 53-54"
Micronesia,Chuuk,OR19,Other subsistence combinations,1947-1951,NA,NA,13,adolescence,NA,NA,Adulthood,2,Vertical,Vertical,parents,Kin-based,Kin-based,individual learning and co-working,Interactive,NA,NA,mat making,Plant fiber,Utilitarian,NA,NA,NA,The parents laugh at the learner and finish the work by themselves,"Gladwin and Sarason, 1953: 414-415"
Micronesia,Chuuk,OR19,Other subsistence combinations,1947-1951,NA,NA,>13,adolescence,1,NA,Adulthood,1,Oblique,Oblique,grandmother in father's side,Kin-based,Kin-based,quick demonstration,Observational,NA,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,The model quickly demonstrat the technique and refused to answer questions. The learner did not learn how to make basket.,"Gladwin and Sarason, 1953: 414-415"
Micronesia,Chuuk,OR19,Other subsistence combinations,1947-1951,NA,NA,girl in childhood,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,working together,Interactive,4 month,NA,net making,Plant fiber,Utilitarian,NA,NA,NA,The learner had health issue during her childhood,"Gladwin and Sarason, 1953: 398; Bollig, 1927: 96-97"
Micronesia,Chuuk,OR19,Other subsistence combinations,1947-1951,NA,NA,girl in childhood,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,1 year,NA,clothes making,Plant fiber,Utilitarian,NA,NA,NA,The learner had health issue during her childhood,"Gladwin and Sarason, 1953: 398"
Micronesia,Chuuk,OR19,Other subsistence combinations,1947-1948,NA,NA,boy of 17,adulthood,1,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,coworking,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,NA,NA,The father encouraged son to learn,"Goodenough, 1951: 54-55; Fischer, 1950: 99-100"
Micronesia,Kiribati,OR06,Primarily hunter-gatherers,1963-1964,NA,NA,NA,NA,NA,NA,NA,NA,Vertical/Horizontal,Vertical/Horizontal,parents or close friends,Kin-based/familiarity-based,Mixed,NA,NA,NA,NA,trap making,Plant fiber,Utilitarian,NA,NA,family secret,NA,"Koch, 1986: 25-26"
Micronesia,Kiribati,OR06,Primarily hunter-gatherers,1963-1964,NA,NA,girls at an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,NA,"Koch, 1986: 132"
Micronesia,Marshallese,OR11,Other subsistence combinations,1976-1983,NA,NA,girl,NA,NA,NA,Adulthood,1,Oblique,Oblique,"grandparents, mother, other adults",Kin-based,Kin-based,teach,Interactive,NA,NA,mat making,Plant fiber,Utilitarian,NA,F,Low,NA,"Carucci, 1987: 2-3; Carucci, 2007: 143-144; Spoehr, 1949: 212"
Micronesia,Marshallese,OR11,Other subsistence combinations,1976-1983,NA,NA,girl,NA,NA,NA,Adulthood,1,Oblique,Oblique,"grandparents, mother, other adults",Kin-based,Kin-based,teach,Interactive,NA,NA,shaping other prized female goods,NA,Ritual,NA,F,Low,NA,"Carucci, 1987: 2-3; Carucci, 2007: 143-144; Spoehr, 1949: 212"
Micronesia,Marshallese,OR11,Other subsistence combinations,1976-1983,NA,NA,young boy,NA,>1,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"grandfather, father, uncle",Kin-based,Kin-based,apprenticeship,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,"Within the past 25 years, however, canoe building has been replaced by the manufacture of plywood motor boats","Carucci, 1987: 2-3; Carucci, 2007: 143-144; Mason, 1947: 107; Spoehr, 1949: 212"
Micronesia,Marshallese,OR11,Other subsistence combinations,1976-1983,NA,NA,young boy,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,instruction,Interactive,NA,NA,rope making,Plant fiber,Utilitarian,NA,NA,NA,The technology is disappearing among men under 40.,"Carucci, 1987: 4"
Micronesia,Marshallese,OR11,Other subsistence combinations,1946,NA,NA,NA,NA,NA,NA,Adulthood,>1,Vertical/Oblique,Vertical/Oblique,parents and other adults,Kin-based/Success-based,Mixed,association and instruction,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,"In addition to handicraft, they also received education under the influence of Japan and the US. ","Mason, 1947: 107"
Micronesia,Ulithi,OR20,Other subsistence combinations,1947-1949,NA,NA,boys,NA,NA,older people at work,NA,NA,NA,NA,NA,NA,NA,observation,Observational,NA,NA,rope making,Plant fiber,Utilitarian,NA,M,Low,No formal instruction in economic skills,"Lessa, 1950: 212"
Micronesia,Woleai Region,OR21,Other subsistence combinations,1947-1948,NA,NA,girls starting to menstruate,middle childhood,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"mother, other older women",Kin-based/Success-based,Mixed,observation; asking for help,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,Initiation cermony learning,"Burrows and Spiro, 1953: 288-289; Spiro, 1949: 146[2]"
Micronesia,Woleai Region,OR21,Other subsistence combinations,1947-1948,NA,NA,younger man,NA,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,older men,Success-based,Success-based,asking for help,Interactive,NA,NA,trap making,NA,Utilitarian,NA,M,Low,NA,"Spiro, 1949: 146[2]"
Polynesia,Bau Fijians,OQ12,Primarily hunter-gatherers,1941-1961,NA,NA,NA,NA,NA,NA,NA,NA,Oblique,Oblique,Master,Success-based,Success-based,NA,NA,NA,NA,weapon making,Wood,Utilitarian,NA,NA,NA,There is a rich social aspect of this technology that include trible need and fighting need,"Tippet, 1968: 50-53"
Polynesia,Hawaiians,OV05,Other subsistence combinations,NA,NA,NA,boys,NA,NA,NA,Adulthood,>1,Vertical/Oblique,Vertical/Oblique,"parents, grandparents",Kin-based,Kin-based,taught,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,heriditery skill,"Kamakau et al., 1968: 67"
Polynesia,Maori,OZ04,Primarily hunter-gatherers,Ca. 1920,NA,NA,girls after initiation,NA,NA,NA,NA,NA,Vertical/Oblique,Vertical/Oblique,Female relatives,NA,NA,teaching,Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,F,Low,Many more traditional knowledge are taught in initation school for boys; Weaving has ritual importance,"Firth, 1959: 189-190; Buck, 1952: 361-362"
Polynesia,Maori,OZ04,Primarily hunter-gatherers,Ca. 1920,NA,NA,girls after initiation,NA,NA,NA,NA,NA,Vertical/Oblique,Vertical/Oblique,Female relatives,NA,NA,teaching,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,Many more traditional knowledge are taught in initation school for boys; Weaving has ritual importance,"Firth, 1959: 189-190; Buck, 1952: 361-362"
Polynesia,Maori,OZ04,Primarily hunter-gatherers,Ca. 1910-1945,NA,NA,boys after initation,NA,NA,NA,Adulthood,1,Oblique,Oblique,Unrelated individuals,Success-based,Success-based,apprenticeship,Interactive,NA,NA,woodworking,Wood,Utilitarian,NA,M,Low,The arrangements were usually made by the elders but sometimes the keen desire of a boy was recognized by a craftsman,"Buck, 1952: 361-362"
Polynesia,Maori,OZ04,Primarily hunter-gatherers,Ca. 1920,NA,NA,youngster,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,helping,Interactive,NA,NA,greenstone sawing,Stone,Utilitarian,NA,NA,NA,"youngsters were often enlisted to feed sandgrit and water to the cut, while the men sawed with their flint blades","Firth, 1959: 212"
Polynesia,Maori,OZ04,Primarily hunter-gatherers,Ca.1870-1920,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,NA,"Best, 1924: 24-25"
Polynesia,Maori,OZ04,Primarily hunter-gatherers,"1953-1959, 1981-1983",NA,NA,girls,NA,NA,NA,Adulthood,1,Oblique,Oblique,grandparents,Kin-based,Kin-based,taught,Interactive,NA,NA,hook making,NA,Utilitarian,NA,NA,NA,NA,"Metge, 1995: 184-185"
Polynesia,Maori,OZ04,Primarily hunter-gatherers,1936-1938,NA,NA,boys,NA,NA,NA,NA,NA,Horizontal/Oblique,Horizontal/Oblique,sisters,Kin-based,Kin-based,taught,Interactive,NA,NA,knitting,NA,Utilitarian,NA,Both,High,NA,"Hawthorn, 1944: 104"
Polynesia,Marquesas,OX06,Other subsistence combinations,1956-1958,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observation and helping,Interactive,NA,NA,woodworking,Wood,Utilitarian,NA,M,Low,NA,"Suggs, 1963: 17-18"
Polynesia,Samoans,OU08,Horticulturalists,1925-1926,NA,NA,girls,NA,NA,Older women,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,older women in the household,Kin-based,Kin-based,train,Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,F,Low,There is a step-wise approach of learning with increasing difficulty. They seldom finish a fine mat before 19 or 20,"Mead, 1928: 31-33"
Polynesia,Samoans,OU08,Horticulturalists,1925-1926,NA,NA,girls,NA,NA,Older women,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,older women in the household,Kin-based,Kin-based,train,Interactive,NA,NA,bark cloth making,Plant fiber,Utilitarian,NA,F,Low,There is a step-wise approach of learning with increasing difficulty. They seldom finish a fine mat before 19 or 20,"Mead, 1928: 31-33"
Polynesia,Samoans,OU08,Horticulturalists,1926-1927,NA,NA,boys,NA,NA,NA,Adulthoods and older children,>1,Vertical/Oblique/Horizontal,All,older men of the household and a few skilled boys,Kin-based/Success-based,Mixed,taught,Interactive,NA,NA,net making,Plant fiber,Utilitarian,NA,M,Low,women's skill are mostly trasmittted within household,"Mead, 1930: 39"
Polynesia,Samoans,OU08,Horticulturalists,1926-1927,NA,NA,boys,NA,NA,NA,Adulthoods and older children,>1,Vertical/Oblique/Horizontal,All,older men of the household and a few skilled boys,Kin-based/Success-based,Mixed,taught,Interactive,NA,NA,trap making,NA,Utilitarian,NA,M,Low,women's skill are mostly trasmittted within household,"Mead, 1930: 39"
Polynesia,Samoans,OU08,Horticulturalists,1926-1927,NA,NA,boys,NA,NA,NA,Adulthoods and older children,>1,Vertical/Oblique/Horizontal,All,older men of the household and a few skilled boys,Kin-based/Success-based,Mixed,taught,Interactive,NA,NA,hook making,NA,Utilitarian,NA,M,Low,women's skill are mostly trasmittted within household,"Mead, 1930: 39"
Polynesia,Samoans,OU08,Horticulturalists,1926-1927,NA,NA,boys,NA,NA,NA,Adulthoods and older children,>1,Vertical/Oblique/Horizontal,All,older men of the household and a few skilled boys,Kin-based/Success-based,Mixed,taught,Interactive,NA,NA,the carving of coconut shells and kava cups,Plant fiber,Utilitarian,NA,M,Low,women's skill are mostly trasmittted within household,"Mead, 1930: 39"
Polynesia,Tikopia,OT11,Other subsistence combinations,1928-1929,NA,NA,boy before 12,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-learning,Individual,NA,NA,woodworking,Wood,Utilitarian,NA,NA,NA,The learner's skill is much higher than his father and brother,"Firth, 1939: 114-115"
Polynesia,Tongans,OU09,Horticulturalists,1806-1910,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,teaching,Interactive,NA,NA,suitable arts and manufactures,NA,NA,NA,F,Low,NA,"Mariner and Martin, 1818: 287-290"
Polynesia,Tongans,OU09,Horticulturalists,1938-1939,NA,NA,girls of 12-16,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,NA,NA,mat making,Plant fiber,Utilitarian,NA,F,Low,NA,"Beaglehole and Beaglehole, 1941: 47-48"
